timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775579917406,297,GET /api/load/articles,200,,Lasttest 1-97,text,true,,5510,148,100,100,http://localhost:8081/api/load/articles?page=0&size=20,296,0,0
1775579917086,633,GET /api/load/goods-receipts,200,,Lasttest 1-84,text,true,,1665,139,100,100,http://localhost:8081/api/load/goods-receipts,633,0,0
1775579917452,268,GET /api/load/storage-locations,200,,Lasttest 1-40,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,267,0,0
1775579917479,263,GET /api/load/storage-locations,200,,Lasttest 1-42,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,260,0,0
1775579917436,306,GET /api/load/articles,200,,Lasttest 1-91,text,true,,5510,148,100,100,http://localhost:8081/api/load/articles?page=0&size=20,306,0,0
1775579917269,474,GET /api/load/storage-locations,200,,Lasttest 1-4,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,473,0,0
1775579917286,458,GET /api/load/storage-locations,200,,Lasttest 1-29,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,457,0,0
1775579917479,280,GET /api/load/articles,200,,Lasttest 1-33,text,true,,5510,148,100,100,http://localhost:8081/api/load/articles?page=0&size=20,279,0,0
1775579917486,276,GET /api/load/storage-locations,200,,Lasttest 1-10,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,275,0,0
1775579917479,286,GET /api/load/storage-locations,200,,Lasttest 1-65,text,true,,13925,142,100,100,http://localhost:8081/api/load/storage-locations,285,0,0
